id_estrella,clasificacion,periodo_orbital,duracion_transito,profundidad_transito,radio_planeta,indice_probabilidad_planeta,equilibrio_temperatura,radio_estrella,probabilidad_planeta
7778427,CANDIDATE,5.38299284,3.336,35.1,0.78,0.898,1253.0,1.293,MEDIO
10003058,CANDIDATE,148.568877,4.399,404.4,5.97,0.898,555.0,2.985,MEDIO
4478142,CANDIDATE,219.931324,4.818,641.0,2.3,0.898,279.0,0.912,MEDIO
8096395,CANDIDATE,366.088938,11.887,537.9,2.57,0.897,257.0,0.945,MEDIO
9521317,CANDIDATE,188.881049,1.49,325.8,1.86,0.896,330.0,0.999,MEDIO
6871071,CANDIDATE,7.66462913,3.614,114.1,1.6,0.895,1106.0,1.515,MEDIO
8280511,CANDIDATE,17.4532945,4.027,79.3,0.76,0.895,639.0,0.853,MEDIO
8355131,CANDIDATE,4.3638313,1.457,194.1,1.08,0.894,976.0,0.763,MEDIO
6875342,CANDIDATE,22.2381062,2.68,104.2,1.09,0.894,702.0,1.055,MEDIO
2970670,CANDIDATE,0.947554749,1.097,65.4,0.67,0.894,1633.0,0.84,MEDIO
5906426,CANDIDATE,13.9034057,3.408,261.4,1.55,0.893,646.0,0.819,MEDIO
2849140,CANDIDATE,11.8237228,8.518,212.7,1.25,0.893,703.0,0.803,MEDIO
5475042,CANDIDATE,1.242639742,1.763,159.3,1.02,0.892,1487.0,0.818,MEDIO
9230021,CANDIDATE,15.8283833,3.643,227.5,1.8,0.892,758.0,1.145,MEDIO
11129738,CANDIDATE,4.88446644,2.057,221.0,0.84,0.891,579.0,0.517,MEDIO
10674871,CANDIDATE,41.88970036,1.35,1304.4,32.16,0.89,515.0,0.907,MEDIO
10122538,CANDIDATE,75.731195,4.859,2496.0,3.47,0.889,237.0,0.564,MEDIO
6584278,CANDIDATE,1.28940823,3.652,32.1,2.48,0.889,3112.0,4.189,MEDIO
8443812,CANDIDATE,8.3613732,3.649,104.7,0.79,0.888,793.0,0.777,MEDIO
7673192,CANDIDATE,16.5340022,4.063,89.2,1.17,0.887,819.0,1.202,MEDIO
4474462,CANDIDATE,12.85755895,4.831,106.5,1.23,0.886,860.0,1.156,MEDIO
9532603,CANDIDATE,14.5555096,2.07,725.0,2.03,0.886,594.0,0.738,MEDIO
8838950,CANDIDATE,4.02321842,2.162,81.2,0.48,0.886,747.0,0.528,MEDIO
5785279,CANDIDATE,0.909127736,1.431,98.7,0.98,0.885,1818.0,0.996,MEDIO
2443393,CANDIDATE,73.711039,10.062,136.7,1.77,0.884,563.0,1.502,MEDIO
6869373,CANDIDATE,31.5034587,3.315,210.6,1.17,0.884,484.0,0.823,MEDIO
9456887,CANDIDATE,20.5142642,3.524,153.2,1.14,0.884,598.0,0.936,MEDIO
9883606,CANDIDATE,2.58393841,2.169,49.4,0.77,0.883,1470.0,1.09,MEDIO
6357290,CANDIDATE,4.8099878,1.97,288.2,1.59,0.882,1077.0,0.934,MEDIO
8359569,CANDIDATE,152.823896,7.734,456.2,2.45,0.882,395.0,1.137,MEDIO
2853780,CANDIDATE,6.2141496,10.141,183.4,4.27,0.881,1506.0,3.152,MEDIO
10285631,CANDIDATE,10.52286678,1.911,130.2,23.26,0.881,1008.0,1.614,MEDIO
3663494,CANDIDATE,5.11683678,3.119,161.4,1.16,0.88,1039.0,0.91,MEDIO
12406807,CANDIDATE,7.9069765,4.634,126.1,1.13,0.879,994.0,0.996,MEDIO
8700895,CANDIDATE,5.68251605,3.479,81.2,1.03,0.878,1090.0,1.157,MEDIO
11401253,CANDIDATE,4.96504981,2.212,50.7,1.51,0.878,1403.0,2.011,MEDIO
7902003,CANDIDATE,7.13044117,2.566,31.9,1.18,0.877,1400.0,2.074,MEDIO
6767227,CANDIDATE,4.08197713,2.943,26.2,0.6,0.875,1372.0,1.156,MEDIO
11773625,CANDIDATE,7.1969168,4.525,47.1,1.1,0.875,1132.0,1.575,MEDIO
9157030,CANDIDATE,24.9093027,3.8,332.6,1.32,0.874,452.0,0.685,MEDIO
12154526,CANDIDATE,1.72110057,1.922,29.7,0.7,0.873,1607.0,1.176,MEDIO
2577353,CANDIDATE,60.458443,8.43,175.2,1.59,0.872,511.0,1.181,MEDIO
6070337,CANDIDATE,40.0691482,2.928,784.1,13.25,0.872,458.0,0.762,MEDIO
8624860,CANDIDATE,15.3902613,3.431,76.8,4.39,0.872,1459.0,4.994,MEDIO
9579641,CANDIDATE,3.43591631,3.133,23.2,0.55,0.871,1272.0,1.087,MEDIO
10295951,CANDIDATE,6.810823723,7.98574,14447.0,26.06,0.871,1626.0,2.079,MEDIO
3340165,CANDIDATE,26.092284,6.623,122.4,1.35,0.87,717.0,1.214,MEDIO
9043947,CANDIDATE,1.04347858,2.012,22.5,1.09,0.869,2688.0,2.246,MEDIO
7749002,CANDIDATE,0.609926502,1.2529,133.8,1.12,0.868,2141.0,0.965,MEDIO
3747817,CANDIDATE,14.2378417,4.86,193.0,1.1,0.868,629.0,0.801,MEDIO
6716545,CANDIDATE,21.9424316,7.447,72.7,1.23,0.867,797.0,1.424,MEDIO
3109550,CANDIDATE,4.8754765,1.902,39.6,0.8,0.867,1180.0,1.286,MEDIO
4813793,CANDIDATE,6.70242786,1.221,65.3,1.82,0.867,1367.0,2.224,MEDIO
12366084,CANDIDATE,0.589376952,1.71,80.7,0.93,0.866,2162.0,1.015,MEDIO
8397947,CANDIDATE,3.38080537,3.275,200.9,1.69,0.866,1362.0,1.193,MEDIO
6867219,CANDIDATE,11.8496351,3.319,183.8,1.31,0.866,802.0,0.929,MEDIO
9117416,CANDIDATE,7.64370363,2.738,70.9,1.85,0.866,1334.0,2.0,MEDIO
9345933,CANDIDATE,13.0151826,3.613,331.6,1.36,0.865,556.0,0.643,MEDIO
8233326,CANDIDATE,3.74099144,5.428,34.3,1.85,0.864,1733.0,3.231,MEDIO
11922778,CANDIDATE,65.427645,9.404,319.0,1.65,0.864,453.0,0.926,MEDIO
3236705,CANDIDATE,83.2664103,2.813,620.0,2.89,0.864,439.0,1.18,MEDIO
9489524,CANDIDATE,4.78850084,2.099,66.5,0.63,0.863,889.0,0.772,MEDIO
8320630,CANDIDATE,32.526674,6.842,204.9,1.26,0.862,525.0,0.868,MEDIO
3098605,CANDIDATE,0.428046051,0.776,126.0,0.87,0.862,2017.0,0.775,MEDIO
1717722,CANDIDATE,0.977311489,1.403,250.7,1.06,0.858,1331.0,0.688,MEDIO
3101178,CANDIDATE,59.4037839,10.041,123.5,1.65,0.858,570.0,1.209,MEDIO
11036168,CANDIDATE,217.792748,4.695,1487.0,6.15,0.858,334.0,1.283,MEDIO
10397751,CANDIDATE,5.43103616,2.469,66.8,0.66,0.857,873.0,0.721,MEDIO
7287683,CANDIDATE,69.8347983,8.262,266.6,3.51,0.855,765.0,2.022,MEDIO
2852941,CANDIDATE,2.89494709,3.254,45.8,1.16,0.854,1919.0,1.684,MEDIO
4270799,CANDIDATE,115.238544,7.653,516.7,3.17,0.854,372.0,1.037,MEDIO
5294945,CANDIDATE,32.5474295,6.945,157.1,1.42,0.854,618.0,1.061,MEDIO
11360805,CANDIDATE,57.3888262,3.543,344.4,1.88,0.852,406.0,0.856,MEDIO
5702770,CANDIDATE,8.0018897,3.425,102.7,0.9,0.852,864.0,0.876,MEDIO
10120548,CANDIDATE,8.8303681,3.426,296.2,1.32,0.851,676.0,0.706,MEDIO
6277410,CANDIDATE,6.32589574,1.383,192.5,1.14,0.851,901.0,0.818,MEDIO
11244571,CANDIDATE,7.8935324,3.444,47.6,0.78,0.851,1052.0,1.109,MEDIO
11967788,CANDIDATE,7.23531329,3.338,112.2,1.53,0.848,1207.0,1.421,MEDIO
9886361,CANDIDATE,24.5607107,8.679,55.2,1.13,0.848,787.0,1.499,MEDIO
7287677,CANDIDATE,18.3721835,3.738,152.5,1.12,0.848,657.0,0.83,MEDIO
8218379,CANDIDATE,10.1384691,4.026,92.8,0.74,0.847,723.0,0.779,MEDIO
10862759,CANDIDATE,29.4856392,4.27,105.0,1.46,0.846,793.0,1.407,MEDIO
6264750,CANDIDATE,53.285584,6.492,158.6,1.44,0.844,537.0,1.057,MEDIO
9938836,CANDIDATE,7.2681817,4.985,46.7,1.66,0.843,1444.0,2.219,MEDIO
4750669,CANDIDATE,3.38419892,1.485,228.2,1.2,0.842,1074.0,0.795,MEDIO
9967009,CANDIDATE,12.4326997,7.81,240.3,1.88,0.842,839.0,1.229,MEDIO
7765528,CANDIDATE,9.3888216,4.154,192.7,20.91,0.842,963.0,1.24,MEDIO
8958811,CANDIDATE,2.52557582,2.32,35.4,0.62,0.842,1364.0,1.036,MEDIO
9650762,CANDIDATE,372.15035,21.23,457.4,1.74,0.839,232.0,0.812,MEDIO
4762283,CANDIDATE,42.049523793,2.1372,607.9,1.19,0.837,303.0,0.48,MEDIO
8555967,CANDIDATE,347.97611,16.77,341.3,1.62,0.837,253.0,0.878,MEDIO
8752940,CANDIDATE,9.07829171,0.783,530.9,3.69,0.835,984.0,1.611,MEDIO
12300524,CANDIDATE,32.033211,5.289,71.3,0.85,0.832,591.0,1.005,MEDIO
9893468,CANDIDATE,201.325036,14.4,125.4,1.98,0.831,410.0,1.699,MEDIO
6025174,CANDIDATE,171.028691,11.784,394.2,2.49,0.831,376.0,1.252,MEDIO
5860347,CANDIDATE,2.56271232,2.163,29.4,0.48,0.831,1171.0,0.899,MEDIO
7905106,CANDIDATE,4.22426989,4.22,13.6,0.35,0.828,1069.0,0.883,MEDIO
4274071,CANDIDATE,6.76890076,3.616,123.1,1.24,0.827,1017.0,1.125,MEDIO
8242769,CANDIDATE,21.9711574,5.012,178.1,1.32,0.826,649.0,0.997,MEDIO
6520519,CANDIDATE,1.97650073,1.788,112.5,0.97,0.825,1394.0,0.923,MEDIO
7367164,CANDIDATE,3.76565247,1.557,92.4,0.87,0.825,1108.0,0.877,MEDIO
7094944,CANDIDATE,7.5019743,2.582,248.0,1.19,0.82,709.0,0.758,MEDIO
10157458,CANDIDATE,4.57797412,2.862,125.4,0.96,0.819,1024.0,0.848,MEDIO
5612697,CANDIDATE,15.1516409,5.105,191.5,1.38,0.819,736.0,1.0,MEDIO
5253802,CANDIDATE,8.7963166,4.696,96.5,1.36,0.817,882.0,1.0,MEDIO
12204137,CANDIDATE,9.54060855,1.869,462.0,1.75,0.817,735.0,0.831,MEDIO
3867794,CANDIDATE,0.494247662,1.2443,224.9,1.51,0.815,2257.0,0.998,MEDIO
11810124,CANDIDATE,208.54335,9.851,614.6,2.84,0.814,321.0,1.166,MEDIO
12600735,CANDIDATE,6.0799457,2.706,55.1,0.86,0.813,1101.0,1.168,MEDIO
2161949,CANDIDATE,4.78113942,2.733,105.8,1.14,0.813,1130.0,1.115,MEDIO
8121310,CANDIDATE,11.505879,5.583,49.8,0.99,0.812,1000.0,1.403,MEDIO
8266276,CANDIDATE,2.59488443,1.684,592.2,2.36,0.809,1014.0,0.797,MEDIO
6520753,CANDIDATE,8.119343,3.558,350.4,1.5,0.809,794.0,0.81,MEDIO
6790592,CANDIDATE,106.18732,10.29,266.1,231.85,0.805,2660.0,152.969,MEDIO
8973285,CANDIDATE,4.29251656,4.254,249.5,3.66,0.805,1144.0,0.973,MEDIO
6716545,CANDIDATE,145.881936,11.342,156.9,1.8,0.804,424.0,1.424,MEDIO
11805075,CANDIDATE,199.83920527,4.378,44490.0,21.48,0.804,276.0,0.869,MEDIO
8216763,CANDIDATE,6.33342309,3.46,123.3,7.62,0.804,625.0,0.613,MEDIO
10403228,CANDIDATE,67.176626864,3.1147,1689.9,9.66,0.804,179.0,0.311,MEDIO
10394802,CANDIDATE,178.266978,5.276,1857.0,3.71,0.803,241.0,0.713,MEDIO
7366501,CANDIDATE,7.3812344,2.802,104.5,1.0,0.802,944.0,0.923,MEDIO
6221385,CANDIDATE,7.3138454,2.273,247.7,2.73,0.802,1263.0,1.485,MEDIO
9458266,CANDIDATE,1.58487898,1.791,42.9,0.37,0.801,943.0,0.566,MEDIO
2303903,CANDIDATE,3.70858595,1.94,305.4,1.33,0.8,995.0,0.771,MEDIO
12109267,CANDIDATE,79.334347,10.886,164.9,1.56,0.8,500.0,1.15,MEDIO
7613620,CANDIDATE,0.619023176,1.496,77.9,0.79,0.8,1885.0,0.891,MEDIO
10141900,CANDIDATE,9.6550473,2.752,313.1,1.45,0.8,705.0,0.843,MEDIO
11601425,CANDIDATE,41.9934673,3.226,293.7,1.56,0.799,503.0,0.915,MEDIO
5769810,CANDIDATE,6.78788113,2.26,73.1,2.44,0.798,1679.0,2.829,MEDIO
2860656,CANDIDATE,4.11497357,3.025,154.1,1.17,0.798,1137.0,0.927,MEDIO
11032748,CANDIDATE,43.9438891,5.26,154.8,1.12,0.798,505.0,0.875,MEDIO
8280511,CANDIDATE,21.7203362,4.252,87.8,0.8,0.795,594.0,0.853,MEDIO
4996057,CANDIDATE,4.8302364,7.983,22.5,1.06,0.794,1453.0,2.247,MEDIO
2834463,CANDIDATE,5.88836941,1.05,119.9,1.21,0.794,1125.0,1.084,MEDIO
4141593,CANDIDATE,33.502923,11.947,70.9,1.08,0.791,645.0,1.177,MEDIO
11358389,CANDIDATE,28.2251049,2.354,201.3,1.59,0.791,625.0,1.021,MEDIO
9909965,CANDIDATE,10.2170589,2.259,121.3,1.17,0.791,929.0,1.054,MEDIO
7100673,CANDIDATE,7.23524221,2.685,60.0,0.82,0.79,948.0,1.065,MEDIO
9147012,CANDIDATE,116.454312,15.826,2125.3,3.33,0.789,306.0,0.736,MEDIO
2994092,CANDIDATE,50.271927,6.073,574.5,2.94,0.789,589.0,1.215,MEDIO
10160922,CANDIDATE,87.487573,5.881,528.7,1.87,0.789,377.0,0.818,MEDIO
6664842,CANDIDATE,5.21395046,3.188,78.5,1.24,0.788,1201.0,1.412,MEDIO
6029239,CANDIDATE,5.518195,1.81,27.1,0.46,0.786,969.0,0.881,MEDIO
7602351,CANDIDATE,17.5806026,4.17,138.8,1.87,0.786,816.0,1.358,MEDIO
5466109,CANDIDATE,2.43135542,1.401,123.6,1.07,0.786,1422.0,0.955,MEDIO
4935172,CANDIDATE,2.17291055,2.139,76.4,0.93,0.785,1507.0,1.045,MEDIO
7219825,CANDIDATE,362.97828,14.083,260.6,1.96,0.784,296.0,1.216,MEDIO
5263167,CANDIDATE,3.39401963,2.984,98.4,1.03,0.783,1306.0,1.029,MEDIO
7466270,CANDIDATE,16.1558656,3.798,731.3,2.04,0.782,455.0,0.53,MEDIO
10676750,CANDIDATE,21.08678557,0.978,499.6,2.08,0.78,651.0,0.863,MEDIO
8248103,CANDIDATE,4.83014159,0.957,192.0,1.3,0.78,1039.0,0.939,MEDIO
9635520,CANDIDATE,2.3518268,5.797,576.6,39.82,0.779,1535.0,1.426,MEDIO
6220312,CANDIDATE,5.2736268,5.291,86.1,0.89,0.777,1014.0,0.918,MEDIO
5308663,CANDIDATE,20.0679247,5.236,482.2,2.25,0.776,662.0,0.904,MEDIO
3852872,CANDIDATE,80.769893,4.2,128.5,1.87,0.775,475.0,1.708,MEDIO
9159288,CANDIDATE,66.67305,6.381,472.1,2.64,0.775,542.0,1.19,MEDIO
3101923,CANDIDATE,82.331756,8.664,283.2,2.08,0.771,474.0,1.242,MEDIO
3762750,CANDIDATE,2.5093344,1.833,184.3,1.47,0.77,1483.0,1.081,MEDIO
10053138,CANDIDATE,11.7728146,4.132,77.1,0.93,0.769,788.0,1.056,MEDIO
4587135,CANDIDATE,54.0812235,6.279,411.1,1.54,0.767,431.0,0.762,MEDIO
6436029,CANDIDATE,505.462916,10.127,1724.0,3.46,0.767,181.0,0.833,MEDIO
6387557,CANDIDATE,103.722152,6.061,296.9,1.95,0.765,414.0,1.143,MEDIO
7778767,CANDIDATE,2.61090223,1.976,222.5,1.8,0.763,1323.0,1.071,MEDIO
10019854,CANDIDATE,14.1011023,4.513,108.2,1.26,0.763,904.0,1.199,MEDIO
7022573,CANDIDATE,2.118893997,0.822,311.4,1.41,0.761,1230.0,0.796,MEDIO
2834805,CANDIDATE,25.0032023,5.498,64.1,1.47,0.76,837.0,1.685,MEDIO
6026737,CANDIDATE,3.75030469,3.246,35.5,0.87,0.757,1374.0,1.339,MEDIO
10815677,CANDIDATE,1.284241817,1.965,166.5,1.18,0.756,1623.0,0.919,MEDIO
3634051,CANDIDATE,122.8054416,2.663,313.0,118.62,0.755,602.0,3.006,MEDIO
4466677,CANDIDATE,21.0112068,4.507,163.6,1.4,0.754,663.0,0.96,MEDIO
10140274,CANDIDATE,2.44232399,1.921,229.0,1.1,0.754,1029.0,0.738,MEDIO
9110610,CANDIDATE,21.8420304,3.843,79.5,2.01,0.753,1016.0,2.241,MEDIO
12156930,CANDIDATE,71.10684,6.933,128.4,1.42,0.753,523.0,1.224,MEDIO
2307199,CANDIDATE,13.4471791,3.0454,1428.2,5.24,0.752,848.0,1.041,MEDIO
11506654,CANDIDATE,75.2116373,3.203,362.6,2.83,0.752,516.0,1.5,MEDIO
9084569,CANDIDATE,395.13138,21.291,126.4,0.97,0.75,208.0,0.869,MEDIO
6358937,CANDIDATE,24.5041103,6.065,119.5,1.03,0.744,574.0,0.962,MEDIO
9958962,CANDIDATE,240.192808,9.72,605.8,2.68,0.744,298.0,0.977,MEDIO
9019191,CANDIDATE,14.43348326,2.663,526.8,16.25,0.742,558.0,0.702,MEDIO
7663405,CANDIDATE,57.132855,4.958,414.1,1.81,0.742,414.0,0.904,MEDIO
9099773,CANDIDATE,82.78482,7.52,190.4,2.16,0.742,501.0,1.48,MEDIO
6356400,CANDIDATE,541.92452,21.4,1504.2,3.15,0.74,144.0,0.614,MEDIO
9093086,CANDIDATE,12.7713826,3.347,141.8,1.26,0.737,851.0,1.044,MEDIO
4366323,CANDIDATE,40.3511707,3.97,533.5,1.88,0.736,479.0,0.82,MEDIO
5475431,CANDIDATE,0.917568975,2.0654,15805.0,11.92,0.733,1748.0,0.893,MEDIO
9995771,CANDIDATE,15.0617835,6.31,196.6,1.61,0.733,794.0,1.158,MEDIO
6507334,CANDIDATE,54.753883835,2.0865,442.3,2.21,0.731,521.0,1.047,MEDIO
7697103,CANDIDATE,13.9248005,5.016,195.2,0.9,0.729,588.0,0.648,MEDIO
9397900,CANDIDATE,10.5113779,4.74,29.9,0.72,0.729,1052.0,1.305,MEDIO
8016692,CANDIDATE,6.613671,4.211,32.8,0.91,0.721,1266.0,1.597,MEDIO
6859546,CANDIDATE,13.4450174,2.118,196.2,1.08,0.718,606.0,0.759,MEDIO
7888863,CANDIDATE,74.624063,8.881,346.9,1.75,0.716,448.0,0.937,MEDIO
3346543,CANDIDATE,12.4701111,3.616,89.7,2.06,0.709,1074.0,2.109,MEDIO
5881307,CANDIDATE,393.95608,13.89,482.2,2.27,0.708,263.0,0.989,MEDIO
8158127,CANDIDATE,16.9972894,2.585,225.0,3.14,0.705,956.0,1.86,MEDIO
9944201,CANDIDATE,0.721522907,1.4521,22528.0,11.04,0.705,1475.0,0.625,MEDIO
9011955,CANDIDATE,367.0896,28.02,2092.3,35.3,0.702,281.0,1.1,MEDIO
7901016,CANDIDATE,41.6757509,10.848,142.0,2.1,0.7,690.0,1.763,MEDIO
7119481,CANDIDATE,14.1573717,3.786,130.0,1.1,0.7,778.0,0.964,MEDIO
10610039,CANDIDATE,105.997107,3.751,430.8,1.83,0.695,373.0,0.831,MEDIO
10745365,CANDIDATE,8.9172863,4.468,196.3,1.39,0.694,931.0,0.986,MEDIO
10321972,CANDIDATE,122.11555,16.07,1104.0,2.96,0.692,351.0,0.894,MEDIO
12301181,CANDIDATE,2.18565886,1.966,35.6,0.44,0.691,1087.0,0.746,MEDIO
8107150,CANDIDATE,5.2449156,8.367,35.5,0.52,0.691,1015.0,0.878,MEDIO
8261920,CANDIDATE,3.01609637,1.57,196.3,0.96,0.69,795.0,0.637,MEDIO
9093086,CANDIDATE,9.7043379,3.515,129.0,1.19,0.69,932.0,1.044,MEDIO
5457326,CANDIDATE,2.49915311,1.803,179.2,1.02,0.686,983.0,0.72,MEDIO
4548011,CANDIDATE,13.9509565,5.231,35.7,0.75,0.676,849.0,1.227,MEDIO
10972902,CANDIDATE,7.6720844,3.451,75.1,0.72,0.675,875.0,0.807,MEDIO
7106173,CANDIDATE,8.2942929,3.976,36.8,0.65,0.673,928.0,1.084,MEDIO
11296724,CANDIDATE,1.9997244,1.976,85.1,0.84,0.668,1385.0,0.897,MEDIO
8873873,CANDIDATE,295.06066,16.18,72.2,0.64,0.665,233.0,0.762,MEDIO
5888187,CANDIDATE,133.6348207,1.584,420.9,1.89,0.656,317.0,0.918,MEDIO
4384909,CANDIDATE,6.41097179,2.582,233.5,1.4,0.655,886.0,0.933,MEDIO
8715589,CANDIDATE,7.62210397,1.902,146.1,3.8,0.654,1422.0,3.162,MEDIO
11391755,CANDIDATE,25.1123362,7.922,398.8,2.22,0.651,691.0,1.112,MEDIO
4141593,CANDIDATE,64.740274,15.082,113.1,1.35,0.651,518.0,1.177,MEDIO
6603765,CANDIDATE,19.164111,2.773,215.9,1.11,0.646,519.0,0.674,MEDIO
9282853,CANDIDATE,83.499618,16.03,501.0,1.72,0.643,343.0,0.773,MEDIO
11968463,CANDIDATE,27.9040511,5.346,300.2,2.19,0.638,677.0,1.112,MEDIO
12885212,CANDIDATE,95.906433,4.08,836.2,2.17,0.638,288.0,0.736,MEDIO
8527297,CANDIDATE,0.58730021,0.82,,,0.638,,,MEDIO
11286311,CANDIDATE,13.1538409,11.56,104.6,1.03,0.635,750.0,1.008,MEDIO
6721603,CANDIDATE,215.634356,15.097,148.0,1.92,0.633,404.0,1.568,MEDIO
11013201,CANDIDATE,13.118962443,4.3045,372.2,8.25,0.632,1768.0,4.24,MEDIO
5511659,CANDIDATE,17.236085,4.209,330.0,1.98,0.629,721.0,1.111,MEDIO
4813750,CANDIDATE,49.1782244,5.8,449.0,1.79,0.627,468.0,0.839,MEDIO
8626325,CANDIDATE,16.4491515,6.696,70.9,2.75,0.625,1036.0,2.789,MEDIO
3758922,CANDIDATE,17.7412303,4.816,144.7,1.14,0.625,684.0,0.956,MEDIO
5091479,CANDIDATE,25.8616058,7.78,123.0,1.12,0.622,613.0,0.884,MEDIO
10140122,CANDIDATE,0.849362238,1.36,114.9,0.85,0.619,1498.0,0.788,MEDIO
5978559,CANDIDATE,36.2530992,4.73,152.1,1.43,0.619,582.0,1.081,MEDIO
5613330,CANDIDATE,10.2090268,6.264,36.7,0.92,0.616,1058.0,1.524,MEDIO
9655711,CANDIDATE,7.72966941,2.091,426.7,2.1,0.612,927.0,0.962,MEDIO
3239171,CANDIDATE,43.581043,6.883,348.7,1.94,0.609,558.0,1.031,MEDIO
5003670,CANDIDATE,4.52628739,3.736,99.6,1.02,0.607,1089.0,1.006,MEDIO
3663173,CANDIDATE,174.636181,15.679,2500.9,11.12,0.606,481.0,2.232,MEDIO
10585749,CANDIDATE,54.333582,10.545,152.0,1.7,0.603,513.0,1.221,MEDIO
6863158,CANDIDATE,1.99469354,5.297,75.1,0.46,0.602,758.0,0.51,MEDIO
5877292,CANDIDATE,11.7201693,2.399,154.4,1.34,0.592,870.0,1.067,MEDIO
10471621,CANDIDATE,39.7557642,1.958,621.8,13.72,0.582,325.0,0.511,MEDIO
10659624,CANDIDATE,43.2675604,8.331,69.1,1.61,0.582,664.0,1.729,MEDIO
5881813,CANDIDATE,11.615625,2.233,191.2,2.84,0.579,905.0,1.453,MEDIO
7832787,CANDIDATE,338.00692,16.745,544.3,2.09,0.578,249.0,0.898,MEDIO
9413156,CANDIDATE,66.47762,4.487,553.5,1.83,0.573,388.0,0.775,MEDIO
8608544,CANDIDATE,353.01861,15.583,375.1,2.25,0.573,301.0,1.155,MEDIO
2997459,CANDIDATE,16.3368863,3.597,225.9,1.27,0.571,642.0,0.859,MEDIO
6278670,CANDIDATE,89.945828,2.286,335.6,3.46,0.571,509.0,1.924,MEDIO
7017274,CANDIDATE,6.77067637,5.982,65.8,1.9,0.57,1499.0,2.335,MEDIO
7829836,CANDIDATE,237.819002,11.324,614.2,2.55,0.562,302.0,1.035,MEDIO
9935983,CANDIDATE,161.651504,2.509,253.6,2.22,0.56,377.0,1.289,MEDIO
8590149,CANDIDATE,19.2405821,4.99,207.4,1.19,0.56,565.0,0.848,MEDIO
8331612,CANDIDATE,25.6970688,3.739,835.0,3.83,0.556,658.0,1.057,MEDIO
6878408,CANDIDATE,455.62395,13.07,1112.1,3.0,0.556,228.0,0.892,MEDIO
3758499,CANDIDATE,80.881757,12.568,142.7,2.27,0.553,581.0,1.885,MEDIO
2716801,CANDIDATE,9.4767057,3.893,230.5,1.38,0.553,841.0,0.914,MEDIO
8613535,CANDIDATE,15.5943758,7.367,95.4,1.08,0.552,801.0,1.076,MEDIO
9301564,CANDIDATE,23.9830523,8.77,83.2,1.17,0.55,718.0,1.292,MEDIO
6607286,CANDIDATE,3.17405898,2.3156,282.2,2.09,0.545,1348.0,1.233,MEDIO
8637903,CANDIDATE,385.858683,12.071,548.4,3.23,0.541,300.0,1.195,MEDIO
12016267,CANDIDATE,22.7909233,9.565,53.6,1.38,0.536,862.0,1.642,MEDIO
11152511,CANDIDATE,287.33114,12.722,406.7,2.07,0.534,266.0,1.007,MEDIO
8488381,CANDIDATE,4.7368156,2.84,35.3,0.6,0.532,1137.0,1.011,MEDIO
10843431,CANDIDATE,56.391062,5.7,2042.0,3.58,0.529,310.0,0.628,MEDIO
8364232,CANDIDATE,65.415183,4.224,417.1,1.31,0.529,295.0,0.646,MEDIO
3103473,CANDIDATE,1.920062587,1.437,226.8,1.12,0.528,1189.0,0.741,MEDIO
10586744,CANDIDATE,21.3761817,8.543,104.0,1.08,0.526,717.0,1.052,MEDIO
11182706,CANDIDATE,384.37706,15.139,1204.9,50.93,0.525,676.0,12.023,MEDIO
1865864,CANDIDATE,69.089357,6.207,475.1,1.47,0.523,332.0,0.698,MEDIO
11446424,CANDIDATE,66.716453,3.855,626.0,2.2,0.522,402.0,0.859,MEDIO
6527078,CANDIDATE,7.57600886,3.361,49.0,0.54,0.521,778.0,0.774,MEDIO
7906892,CANDIDATE,8.8493948,6.928,43.8,0.82,0.52,978.0,1.11,MEDIO
10028127,CANDIDATE,367.947848,4.249,1301.0,3.72,0.519,228.0,0.855,MEDIO
11294822,CANDIDATE,302.34971,4.978,622.3,1.98,0.513,208.0,0.794,MEDIO
9230021,CANDIDATE,44.433726,6.118,239.6,1.85,0.508,538.0,1.145,MEDIO
9469494,CANDIDATE,275.5603,15.09,89.4,2.33,0.508,437.0,2.467,MEDIO
5819801,CANDIDATE,11.8299383,5.168,41.4,1.6,0.506,1177.0,2.431,MEDIO
6934045,CANDIDATE,265.741374,18.078,273.4,3.24,0.502,413.0,1.859,MEDIO
9468848,CANDIDATE,5.8877038,4.009,39.7,0.6,0.502,1026.0,0.947,MEDIO
8212002,CANDIDATE,9.5539134,5.261,26.8,0.68,0.498,1012.0,1.307,BAJO
10128825,CANDIDATE,1.73984941,3.114,48.5,0.72,0.497,1608.0,1.031,BAJO
3548044,CANDIDATE,445.21685,16.37,211.6,1.37,0.496,237.0,0.95,BAJO
7662502,CANDIDATE,24.1527864,4.451,78.1,0.97,0.492,701.0,1.095,BAJO
11872364,CANDIDATE,189.183958,6.829,1014.0,3.31,0.492,312.0,0.981,BAJO
9227215,CANDIDATE,242.0367,11.01,333.3,2.11,0.487,323.0,1.116,BAJO
2019477,CANDIDATE,27.2497521,11.609,102.0,4.49,0.479,1090.0,4.524,BAJO
6952971,CANDIDATE,309.89103,16.4,321.3,2.15,0.475,314.0,1.155,BAJO
11714107,CANDIDATE,405.35457,10.778,545.6,2.11,0.471,232.0,0.906,BAJO
9210820,CANDIDATE,377.67241,15.82,514.8,1.37,0.469,187.0,0.615,BAJO
